sasdate,CPIAUCSL,acc3,acc6,acc12
2001-01-01,0.5711037795514962,1.2643616797982626,3.0355230249457428,19.429554241221535
2001-02-01,0.2275313837134973,1.3709140684684273,3.9537311628193264,16.752836190071516
2001-03-01,0.0568020464008611,1.038126441475998,2.4446481391561212,10.82546004231368
2001-04-01,0.1702128070530939,0.5180675492293834,2.4374539858202784,13.698093868780411
2001-05-01,0.5089069507471677,0.8660400109742206,3.424220514343758,17.868720884979176
2001-06-01,0.2253522080443382,1.1636561506799135,3.4098048109629087,13.61112320471635
2001-07-01,-0.1689665285127262,0.5365330742981174,1.3325609984096327,8.413103616172505
2001-08-01,0.0,0.018308699245682458,0.9002047763155574,8.413103616172505
2001-09-01,0.3938120420137636,0.15830445987546393,1.5061725689695225,7.632882676104979
2001-10-01,-0.2811359737546759,0.001961336351230969,0.5395467324716072,4.292121051891112
2001-11-01,-0.0563221642599032,-0.05447129461681521,-0.03715989392179497,3.259816949344115
2001-12-01,-0.0563539039991844,-0.3598530902327095,-0.2585149794410513,2.269804210917783
2002-01-01,0.1689665285127262,0.040962245332117675,0.04300392242414652,1.4328702706348313
2002-02-01,0.1686815131479058,0.2891617095684742,0.21893940227785258,1.316234474247607
2002-03-01,0.2805050927608299,0.7493614836014351,0.11984834779338116,1.806533210645613
2002-04-01,0.447177939139376,1.1657055911336687,1.254417754874825,2.4707814881435137
2002-05-01,0.1114827317246103,1.0597094584483848,1.6552985666676756,1.5566279535996106
2002-06-01,0.0556947939766239,0.6980991053305445,1.970589170203311,1.2026473719403925
2002-07-01,0.2224695022110978,0.4344292514803296,2.1065514500166334,2.240145347579768
2002-08-01,0.2773926882725597,0.6485451239014359,2.3955239843787517,3.138937975938748
2002-09-01,0.1660670185140489,0.8208994763274224,2.0920677716484533,2.462646985345683
2002-10-01,0.220994565080268,0.8187025198845124,1.6088000942633305,4.881325251426371
2002-11-01,0.1654260096025872,0.6592886743930713,1.735412253315575,6.2633362354740445
2002-12-01,0.1651528038473237,0.6579877662819797,2.0190290553801296,7.968295016441344
2003-01-01,0.4390786417490133,0.9541239993813555,2.553970241841672,10.040591408109211
2003-02-01,0.5461510025521754,1.5925033042509869,3.3017113710702777,13.60656413434393
2003-03-01,0.1632653423885521,1.5883036404366315,3.291375771267048,12.269224718367864
2003-04-01,-0.3813679370245459,0.11266165325345323,1.1742788398139092,4.672258842261291
2003-05-01,-0.1638896843210169,-0.3983072257431398,0.5598905054048529,3.2669436023150595
2003-06-01,0.1092896283644506,-0.42622587502308096,0.4851016564661026,3.483565051064325
2003-07-01,0.3271540540615625,0.230920124663758,0.36959762093132387,3.8675091880870767
2003-08-01,0.4345471259501465,1.1119377359632505,0.27073767540948035,4.4663467079563715
2003-09-01,0.3246756098870484,1.5220035749865009,0.4470603944265412,5.209879916202195
2003-10-01,-0.1081081186373289,0.6948706944866492,1.0862504465464569,3.536090200478281
2003-11-01,0.0540686685245539,0.2453477923045333,1.6300969969664685,3.10266333386181
2003-12-01,0.269905696916517,0.19385775980640463,2.0109135382571277,3.4715126831418734
2004-01-01,0.4303395560053324,0.9146064828912164,2.245010419326477,3.4443585502069016
2004-02-01,0.2144772940133599,1.205972124849279,1.7472025155663902,2.4909737385099113
2004-03-01,0.2140182732367712,1.1088892476982322,1.5177137929368247,2.6432839142603046
2004-04-01,0.160213652427732,0.7106162563740328,2.2751569741928264,5.832797699919526
2004-05-01,0.4259857346958107,1.0085302468415587,3.4307617364491207,10.653333137308767
2004-06-01,0.3712547356184537,1.2686698160409269,3.784373381626237,13.405334586815469
2004-07-01,0.1058201156947546,1.1623092550221834,2.6988813629489714,11.002908562621931
2004-08-01,0.0528680953365778,0.5965281920225576,2.206675163612575,7.809386076080733
2004-09-01,0.3166229558050126,0.5329213548777512,2.4776924081757157,7.755834143655685
2004-10-01,0.5254872838358793,1.1146767008459553,3.572585001618986,13.975933658141937
2004-11-01,0.4705891037412257,1.9536658276318715,3.7156107636279225,19.89374773547022
2004-12-01,0.0,1.2433649775048425,2.438902080802019,15.452991577408259
2005-01-01,-0.0521784514838863,0.3938560415389323,1.9475548953757515,9.90265586877437
2005-02-01,0.4166672694846163,0.3427477650950035,2.9660281888901796,11.717764091501499
2005-03-01,0.3631651202862684,0.8303869187198487,3.1062259087391118,13.280190669076438
2005-04-01,0.3102380978481811,1.5302681485394776,2.5268295455552794,15.126727883272775
2005-05-01,-0.0516395570473449,0.6938389654550787,1.2743984852956398,9.725177978039161
2005-06-01,0.0516395570473449,0.3067441594798379,1.3918474156254592,7.225329054555321
2005-07-01,0.6176036100564275,0.6132900373346231,3.0820563958238614,11.032085312710521
2005-08-01,0.6138126688785661,1.745314737844002,3.650121075398265,17.442511266781835
2005-09-01,1.3674561020173392,5.180265932859266,7.076026411796057,32.16198889177833
2005-10-01,0.1507916847677037,3.396749983105849,6.093232944395838,24.01662352180131
2005-11-01,-0.5035257365645585,0.352618709387837,2.713364077565962,7.445669633367265
2005-12-01,0.0,-0.4286615459373234,2.531023583776039,7.445669633367265
2006-01-01,0.6039273514243604,-0.20369134959763213,2.501170045203653,13.291973575890493
2006-02-01,0.0501630308988865,0.6843852087134299,1.2783309471219217,9.594514753943736
2006-03-01,0.1503382894031624,0.9376127996873955,0.10703270154545108,7.940425336403004
2006-04-01,0.4995015380522716,0.8114619534986063,0.4424828234457121,9.231866684990253
2006-05-01,0.298507684345406,1.2398400984501605,2.772753531712683,13.009607438171988
2006-06-01,0.248077527376278,1.430149563431745,3.7086888992600855,15.626491551951798
2006-07-01,0.5436138912259914,1.501639730721807,3.531625193563052,14.865990383793164
2006-08-01,0.4425873956855675,1.7792164710251788,5.225000494075345,13.182611271501113
2006-09-01,-0.4918849071596121,0.131469643690449,1.7496404606506166,2.043941907432731
2006-10-01,-0.4447746398236418,-0.5930195730826893,0.018118405602467247,0.4686183123154939
2006-11-01,0.049517208241312,-0.7039118997264462,-0.1771070748451844,2.104572189599211
2006-12-01,0.543077118513402,-0.10082030816639664,0.01739452553265486,3.790594308543594
2007-01-01,0.1657906056232505,0.8879815525246599,-0.23162846174150686,2.481971820788984
2007-02-01,0.3870849133539522,1.4952337204512025,-0.2611909879730916,3.599086464894821
2007-03-01,0.5186647493199636,1.4557576851469807,1.208167438548465,5.071666532924094
2007-04-01,0.2996169481998656,1.7376651457770445,4.168661292216794,4.26230919393095
2007-05-01,0.4124476656923725,1.7877231648711867,5.956020844269531,4.724060339978824
2007-06-01,0.2314072179459003,1.2604214843299268,4.551047431814563,4.647605268100239
2007-07-01,0.1779012466680996,1.0487215775968077,4.608713656388142,3.309575939810374
2007-08-01,0.0308233200118301,0.49518458608729476,3.1681607063938886,2.0794746934602495
2007-09-01,0.4228600245438585,0.727648129598045,2.905212949505835,7.623364075696598
2007-10-01,0.3078494401099085,0.9182453922967961,2.929950726324099,19.31258419947065
2007-11-01,0.7828164082873457,2.3176193185744736,3.9604532676379867,33.505016326714745
2007-12-01,0.2893823402948747,2.0063953497902114,4.1939933028973195,27.83210318491021
2008-01-01,0.3441775367173605,2.089903907700512,4.927193933586373,32.24393355936683
2008-02-01,0.2414908637454083,1.1517007883871457,6.138524103345119,28.754515669208793
2008-03-01,0.357164189274517,1.2648140623400685,5.80892646515866,25.59030780397059
2008-04-01,0.2311706965508086,1.07440805289666,5.409721548810801,24.189889856284235
2008-05-01,0.5900052068123607,1.65674094065308,4.71651157654364,27.35648852935628
2008-06-01,1.0423718797166082,2.9980814641021736,8.054911122279773,46.03114772745158
2008-07-01,0.7116065393504734,4.558240135169419,10.530058096328863,67.34089040245888
2008-08-01,-0.1489584608295402,1.9750174524251336,6.903850665015279,55.421828481451925
2008-09-01,0.0854726299673203,0.5811518217390814,5.321573790426406,42.0431310830877
2008-10-01,-0.863561639955801,-0.8739606582592025,-0.29944307212596566,3.490374836762893
2008-11-01,-1.7864094092818306,-1.1164673164852394,-1.346492299180709,-2.9807272394497444
2008-12-01,-0.8267605054081528,-1.0185879758617027,-1.0293904118961734,-1.2661275675670447
2009-01-01,0.2527574332266802,-1.1706721256532455,-1.0215114023708378,-1.2480277190692655
2009-02-01,0.3636042231445202,-0.7040609782042764,-1.0344672237118147,-1.2724237890558572
2009-03-01,-0.0987770541272858,0.5395279099018044,-1.0286167076276724,-1.1809026289073898
2009-04-01,0.1006575752197314,0.3526106581791968,-1.230852936212679,-1.161725623783855
2009-05-01,0.1470412332647441,0.13779362893661906,-0.6632824664470904,-1.116670032375205
2009-06-01,0.826535985544119,1.3060009921996465,2.5501528877526085,-1.1043404556654388
2009-07-01,-0.0298009855155712,1.032675684429437,1.74941879538095,-1.0591438539933835
2009-08-01,0.3342859790879338,1.3644927375868638,1.690304772493239,-1.0927273364464873
2009-09-01,0.1929025466836265,0.54423971419433,2.561018313126224,-1.1019046199235205
2009-10-01,0.2997434998585291,1.068766820809512,3.205132013413885,-1.9707670724585298
2009-11-01,0.3342996544930976,1.068788024078457,3.891634258540189,0.6470990225785682
2009-12-01,0.0520041154797645,0.8244352997956921,1.817365445922547,9.002078073696344
2010-01-01,0.0648521875846519,0.4947210124963599,2.092229237019269,7.501833183887273
2010-02-01,-0.0952229876745036,0.013557342529907368,1.096835291942659,4.641125993045589
2010-03-01,0.0331313245896858,-0.00462571920835142,0.8159959743850331,5.466794921348606
2010-04-01,0.0230014077875928,-0.04374588097987031,0.42933312498558296,5.010534481709785
2010-05-01,-0.0519907164575172,0.0019460816392751212,0.015529807864557377,3.9676003987190054
2010-06-01,-0.0418882877728066,-0.07080905109522895,-0.07510722751580401,1.6057609383804774
2010-07-01,0.1867508661358208,0.07792438507304666,0.030769633218341363,2.187375996469384
2010-08-01,0.1460296727239018,0.3030814694453554,0.30561737236752284,1.7376645841536615
2010-09-01,0.1613946310657255,0.5795567501592207,0.4677098355293827,1.665355152886678
2010-10-01,0.3475798701795263,0.7936189819280453,0.9333856381501326,1.7634521359793744
2010-11-01,0.2530636859233937,0.9611349218340763,1.5555185757241503,1.595205288199454
2010-12-01,0.4008531438849161,1.3654853805487348,2.7364184002487066,2.455786373366991
2011-01-01,0.3237794880806,1.3237071845751012,3.1678453146964776,3.296088386340471
2011-02-01,0.3209319251425313,1.449563449383986,3.803924423835274,5.272087183299975
2011-03-01,0.5160211385656588,1.650948806257606,5.270780645785487,8.203686430266652
2011-04-01,0.4683116049055691,1.9403831463519499,5.8325894425815665,12.210030299663423
2011-05-01,0.3176663791119694,1.9331140688702582,6.184849015978528,17.36101512410651
2011-06-01,0.0,0.9347448358440058,4.128909512993735,18.163751877560422
2011-07-01,0.2616610518663798,0.6624483498793712,3.8882351096659127,19.373407798955895
2011-08-01,0.3149497288911007,0.659020858104157,3.866097419454511,22.376364242079323
2011-09-01,0.2169193455883622,1.018894576961554,2.9060458568898357,23.493956760935372
2011-10-01,0.0674979676975162,0.7081971855387397,1.839789592367464,18.403116387962942
2011-11-01,0.1846144880494726,0.5388840272555449,1.5530406994202752,17.343211956982895
2011-12-01,0.0237680241968796,0.29462997343495667,1.6137214325397142,12.405540719668554
2012-01-01,0.2720492157261667,0.5427036792543736,1.6352420830225793,11.881682872700106
2012-02-01,0.2135165036867725,0.5803422919096561,1.4319635106161894,10.834171363216974
2012-03-01,0.2091282131398308,0.86647405115532,1.4163932512642479,8.438542847717274
2012-04-01,0.1659410766074565,0.7107818925241833,1.639229519998818,6.494856522761619
2012-05-01,-0.2070321770282213,0.11790403243217806,0.7666710207489147,3.5103830184583407
2012-06-01,-0.0826704797574073,-0.1518795454409959,0.5829948206884359,3.1375074904327276
2012-07-01,0.0288768230500835,-0.25158183688878855,0.28038024148687124,2.374111894636816
2012-08-01,0.5792717743123177,0.49054683701368007,0.6662883196266214,3.0523523914979096
2012-09-01,0.475991986345825,1.398304140614048,1.034050797908328,3.9150666207943416
2012-10-01,0.2693164754400179,1.9587671629854948,1.214395085195374,4.8442968777879285
2012-11-01,-0.168075617407748,0.5586111176923718,1.3231828716107215,3.104299855174908
2012-12-01,-0.012108893564644,0.04318863232554393,1.501883616347858,2.9604688066439127
2013-01-01,0.1978829766479783,-0.015519038573680533,1.9128499412525835,2.729555511196001
2013-02-01,0.5415237848954924,0.8242052397678903,1.8432265676549124,3.7376352197354707
2013-03-01,-0.2815879973952384,0.3265945314484979,0.38388833491230434,1.8148991718443996
2013-04-01,-0.2090162134340545,-0.12402564676301342,-0.13761992654045296,0.9096501962392467
2013-05-01,0.0414069750788392,-0.4082181472710663,0.07953155654767086,1.5079492215348096
2013-06-01,0.2377579521954942,0.019585824741851,0.35257697944494604,2.3839901847225837
2013-07-01,0.1955538987195915,0.5410806498847529,0.34994712556883156,2.932193405407265
2013-08-01,0.2384445631371079,0.8326581229793355,0.08453381943544125,2.083575368939102
2013-09-01,0.0376873666131594,0.5364281668830511,0.5665203796880658,1.1678892798527083
2013-10-01,0.0535087863489991,0.35388339675769087,1.0864435049435186,0.7993073030623861
2013-11-01,0.1842790445577335,0.2946689607916406,1.372685587564015,1.561388965541206
2013-12-01,0.2640679493365994,0.5771123278478982,1.4231198028440075,2.2774560637639807
2014-01-01,0.2421241717574851,0.859471291915392,1.5175073088718225,2.398501755210042
2014-02-01,0.1100173207700727,0.7428707794720817,1.2564407008532363,1.4471862516259448
2014-03-01,0.2039973140249174,0.6600466282514135,1.6180800022176416,3.1012756791277116
2014-04-01,0.1862450167562812,0.5853664916286494,1.9479434783480971,5.150717523339993
2014-05-01,0.1901197481740446,0.6997716472313327,1.9624823357346175,6.0290391414105065
2014-06-01,0.1320260278796503,0.5981644840097322,1.6530275630715159,5.428603625569569
2014-07-01,0.1124852402750953,0.4987918810014056,1.376134426064703,4.981935784479842
2014-08-01,-0.0160014148960385,0.23921066979472583,1.1063751614636241,3.75291064559283
2014-09-01,0.0071588442287051,0.10252057391654201,0.7620092241234442,3.6130811134006118
2014-10-01,-0.0197933490782453,-0.028573179933758297,0.4559666309022963,3.2921073342608755
2014-11-01,-0.1884434584542127,-0.19881206904937965,-0.00715936745523138,1.9412728361134604
2014-12-01,-0.3089376658124365,-0.45026466792370956,-0.39390548617704746,0.6079854509987233
2015-01-01,-0.639069349248711,-0.7975770405549818,-0.8033609081979282,-0.5327590844589996
2015-02-01,0.2531436888498106,-0.6874339111065939,-0.7495758219541643,-0.4725127315343074
2015-03-01,0.2690329596581442,-0.42601897216190654,-0.6844623490559352,-0.44401974847831427
2015-04-01,0.1041935892382106,0.7559776925676305,-0.6445497987510258,-0.48247636803398797
2015-05-01,0.3292319704053525,0.8625970102613332,-0.41781533731806375,-0.4219834112450035
2015-06-01,0.2764097171715107,0.8734240942903568,0.07530988721742826,-0.34826057669793864
2015-07-01,0.1585062903994405,0.9655734456116576,2.4515031235973654,-0.3212995604237998
2015-08-01,-0.0004201089343069,0.4781074593375638,1.7531185346071214,-0.3105525539082561
2015-09-01,-0.2250117135272233,-0.10254838103780617,0.6813074864236623,-0.4694841852192073
2015-10-01,0.098899280204634,-0.14872370890968234,0.6732460726459082,-0.4052443467389564
2015-11-01,0.1193904503351106,-0.046688954669489746,0.40909616717191777,-0.17964582322860756
2015-12-01,-0.1076132249516526,0.09772261621188583,-0.01484706090922805,0.05934469582561608
